"word","freq"
"the",3975
"and",2878
"for",1450
"digital",1361
"humanities",826
"analysis",521
"data",490
"text",402
"research",357
"with",338
"from",316
"using",287
"project",271
"new",239
"historical",237
"study",231
"history",229
"language",226
"literary",221
"texts",220
"computer",200
"corpus",182
"electronic",173
"approach",170
"case",165
"through",158
"cultural",156
"information",152
"tools",143
"system",143
"studies",139
"building",135
"towards",135
"english",132
"online",132
"literature",129
"computing",126
"linguistic",123
"tool",122
"teaching",121
"model",121
"social",121
"database",116
"scholarly",115
"reading",114
"web",111
"archive",110
"methods",109
"archives",109
"network",109
"learning",108
"computational",108
"edition",107
"authorship",107
"mapping",107
"early",106
"tei",106
"open",106
"encoding",106
"textual",104
"modeling",102
"editions",100
"resources",100
"knowledge",99
"between",97
"modern",96
"projects",95
"collections",94
"use",91
"virtual",91
"collaborative",90
"heritage",89
"semantic",88
"poetry",87
"visualization",87
"music",85
"medieval",85
"scholarship",84
"networks",84
"design",83
"library",81
"critical",80
"annotation",80
"how",79
"des",79
"access",78
"media",78
"writing",77
"modelling",77
"interactive",76
"corpora",75
"documents",75
"markup",74
"century",74
"word",74
"manuscripts",74
"automatic",74
"mining",74
"french",73
"linked",72
"attribution",71
"community",71
"software",70
"collaboration",70
"what",70
"models",69
"creating",69
"exploring",69
"based",68
"processing",67
"publishing",67
"into",66
"chinese",65
"theory",65
"machine",65
"approaches",65
"development",65
"application",64
"visual",64
"image",63
"languages",62
"art",62
"dictionary",61
"technology",61
"university",61
"beyond",61
"ancient",61
"platform",61
"structure",60
"large",59
"world",59
"arts",59
"german",58
"culture",58
"content",58
"visualizing",58
"pedagogy",57
"practice",57
"representation",56
"infrastructure",56
"–",56
"style",55
"making",54
"developing",54
"narrative",54
"quantitative",53
"metadata",53
"systems",53
"words",53
"across",53
"japanese",53
"management",52
"applications",52
"manuscript",52
"space",52
"american",51
"multimedia",51
"topic",51
"environment",51
"computers",51
"editing",50
"databases",50
"age",50
"classification",50
"translation",50
"framework",49
"problems",49
"linking",48
"latin",48
"xml",48
"challenges",48
"lexical",47
"fiction",47
"retrieval",47
"some",47
"communities",47
"complex",47
"public",47
"search",46
"greek",46
"techniques",45
"context",45
"document",45
"future",45
"hypertext",44
"support",44
"dutch",44
"about",43
"book",43
"exploration",43
"science",43
"its",43
"national",42
"method",42
"toward",42
"change",42
"time",42
"les",42
"interpretation",41
"technologies",41
"multilingual",41
"books",41
"classroom",40
"can",40
"paper",39
"works",39
"computerassisted",39
"old",38
"session",38
"criticism",38
"automated",38
"meaning",37
"natural",37
"education",37
"linguistics",37
"distant",37
"maps",36
"scientific",36
"programming",36
"their",36
"ontology",36
"program",36
"statistical",35
"images",35
"structures",35
"work",35
"del",35
"novel",35
"practices",35
"two",34
"patterns",34
"issues",34
"vocabulary",34
"process",34
"understanding",34
"pour",34
"gender",34
"european",34
"generation",33
"libraries",33
"character",33
"collection",33
"designing",33
"newspapers",33
"discourse",32
"russian",32
"interface",32
"communication",32
"game",32
"not",32
"introduction",32
"conceptual",32
"une",32
"panel",32
"user",31
"scholars",31
"novels",31
"global",31
"classical",31
"big",31
"crowdsourcing",31
"integration",30
"strategies",30
"spanish",30
"interdisciplinary",30
"games",30
"dans",30
"preservation",29
"extraction",29
"genre",29
"digitization",29
"archival",29
"stylometry",29
"video",29
"composition",29
"analyzing",29
"curation",29
"past",29
"methodology",28
"sound",28
"experience",28
"integrating",28
"resource",28
"recognition",28
"place",28
"gis",28
"base",28
"shakespeare",28
"source",28
"las",28
"diversity",28
"life",28
"perspective",28
"your",28
"women",28
"reality",27
"academic",27
"speech",27
"museum",27
"creation",27
"digitales",27
"evaluating",27
"performance",26
"traditional",26
"rhetoric",26
"supporting",26
"experiment",26
"human",26
"digitizing",26
"production",26
"multiple",26
"publication",26
"that",26
"detection",26
"caribbean",26
"workshop",26
"materials",25
"internet",25
"prose",25
"evaluation",25
"philosophy",25
"transcription",25
"international",25
"curriculum",25
"first",25
"sources",25
"you",25
"sciences",25
"discovery",25
"architecture",25
"environments",25
"are",25
"introducing",25
"features",25
"spatial",25
"within",25
"computeraided",24
"undergraduate",24
"example",24
"report",24
"role",24
"letters",24
"stylistics",24
"problem",24
"semantics",24
"identification",24
"geography",24
"finding",24
"archaeology",24
"war",24
"los",24
"documentation",23
"hypermedia",23
"stylistic",23
"variation",23
"course",23
"complexity",23
"personal",23
"deep",23
"characters",23
"para",23
"constructing",23
"reuse",23
"impact",23
"digitized",23
"histories",23
"instruction",23
"formal",22
"progress",22
"dictionaries",22
"poetic",22
"dynamic",22
"construction",22
"lexicon",22
"comparative",22
"webbased",22
"sharing",22
"italian",22
"archiving",22
"concordance",22
"code",22
"humanists",22
"reader",22
"local",22
"years",22
"canon",22
"via",21
"working",21
"other",21
"experimental",21
"comparison",21
"newspaper",21
"objects",21
"standard",21
"more",21
"students",21
"potential",21
"stylometric",21
"center",21
"index",21
"relationships",21
"map",21
"lab",21
"concepts",21
"hebrew",21
"high",20
"british",20
"film",20
"tracing",20
"author",20
"black",20
"extracting",20
"foreign",20
"bibliography",20
"vision",20
"names",20
"perspectives",20
"interoperability",20
