"document.id","array.index","id","category","label","persistentId","lastInfoUpdate","status","description","sourceItemId","version","informationContributor.id","informationContributor.username","informationContributor.displayName","informationContributor.status","informationContributor.registrationDate","informationContributor.role","informationContributor.config","source.id","source.label","source.url","source.urlTemplate","thumbnail.caption","thumbnail.info.mediaId","thumbnail.info.category","thumbnail.info.filename","thumbnail.info.mimeType","thumbnail.info.hasThumbnail","thumbnail.concept.code","thumbnail.concept.label","thumbnail.concept.notation","thumbnail.concept.uri","thumbnail.concept.candidate","thumbnail.info.location.sourceUrl","thumbnail.concept.vocabulary.code","thumbnail.concept.vocabulary.scheme","thumbnail.concept.vocabulary.namespace","thumbnail.concept.vocabulary.label","thumbnail.concept.vocabulary.closed"
1,1,44360,"tool-or-service","140kit","SIU1nO","2022-11-03T14:53:11+0000","approved","140kit provides a management layer for tweet collection and analysis.

Raw data cannot be passed through to the users, but any analytical process can be run across your dataset, and the data is held for as long as the user wants. When new analytical processes are created, they can be run on existing sets of data. 140kit does not claim any control of the analysis, however it retains ownership of the data collected.

Current limits:

User: 20,000 Tweets per Dataset or until Dataset time elapses

Academic User: 500,000 Tweets per Dataset or until Dataset time elapses
","937",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,36324,"tool-or-service","3DF Zephyr - photogrammetry software - 3d models from photos","4gDAHv","2022-01-13T11:49:02+0000","approved","3DF Zephyr\[1\]\[2\] is a commercial photogrammetry and 3D modeling software. Developed and marketed by the Italian software house 3DFLOW, 3DF Zephyr was first released in January 2014 and continuously updated since then. It's a complete photogrammetry pipeline software package that includes many post processing tools for post processing, measurements, 3D modeling and content creation. It allows 3D reconstruction from both photos or videos, by automatically extracting frames and selecting those most suitable for the computation.","WQFP6XPS",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,3,"SSK Zotero Resources","https://www.zotero.org/groups/427927/ssk-parthenos","https://api.zotero.org/groups/427927/items/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,40579,"tool-or-service","3DHOP","UcxOmD","2022-03-18T16:25:26+0000","approved","3DHOP (3D Heritage Online Presenter) is an open-source software package for the creation of interactive Web presentations of high-resolution 3D models, oriented to the Cultural Heritage field. 3DHOP target audience goes from the museum curators with some IT experience to the experienced Web designers who want to embed 3D contents in their creations, from students in the CH field to small companies developing web applications for museum and CH institutions.","SG86ZG5J",NA,65,"4ea88b26c3275dbb81ef7ec4f4c5869ce4c0e751268125e9361f0f36e542fb18@dariah.eu","Laure Barbot","enabled","2021-07-28T07:54:55+0000","moderator",FALSE,3,"SSK Zotero Resources","https://www.zotero.org/groups/427927/ssk-parthenos","https://api.zotero.org/groups/427927/items/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,48336,"tool-or-service","3DHOP: 3D Heritage Online Presenter","uFIMPQ","2022-12-12T11:45:40+0000","approved"," 3DHOP (3D Heritage Online Presenter) is an open-source framework for the creation of interactive Web presentations of high-resolution 3D models, oriented to the Cultural Heritage field. 3DHOP target audience ranges from the museum curators with some IT experience to the experienced Web designers who want to embed 3D contents in their creations, from students in the CH field to small companies developing web applications for museum and CH institutions.

3DHOP allows the creation of interactive visualization of 3D models directly inside a standard web page, just by adding some HTML and JavaScript components in the web page source code. The 3D scene and the user interaction can be easily configured using a simple \"declarative programming\" approach. By using a multi-resolution 3D model management 3DHOP is able to work with high-resolution 3D models (hundreds millions of triangles/points) with ease, also on low-bandwidth. 3DHOP does not need a specialized server, nor server-side computation: simply some space on a web server, and does work directly inside modern web browsers, no plug-ins or additional components are necessary. ","R379NADX",NA,777,"78fe9bfe194c35e4066f2122c84131d2829242374b2884efd50d9153c72ca710@aai.eosc-portal.eu","Clara Boavida","enabled","2022-10-06T14:09:01+0000","moderator",FALSE,3,"SSK Zotero Resources","https://www.zotero.org/groups/427927/ssk-parthenos","https://api.zotero.org/groups/427927/items/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,36189,"tool-or-service","3DReshaper \| 3DReshaper","kAkzuz","2022-01-13T11:47:44+0000","approved","No description provided.","PMES8DJW",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,3,"SSK Zotero Resources","https://www.zotero.org/groups/427927/ssk-parthenos","https://api.zotero.org/groups/427927/items/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,36213,"tool-or-service","3ds Max \| 3D Modeling, Animation \& Rendering Software","9NKBY5","2022-01-13T11:47:53+0000","approved","3ds Max is software for 3D modeling, animation, rendering, and visualization. Create stunning game enrivonments, design visualizations, and virtual reality experiences.","5VFZT97E",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,3,"SSK Zotero Resources","https://www.zotero.org/groups/427927/ssk-parthenos","https://api.zotero.org/groups/427927/items/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,44361,"tool-or-service","3DVIA Virtools","zrfCly","2022-11-03T14:53:11+0000","approved","A software tool for the creation of 3D interactive environments. It may be used to model and interact with physical objects that currently or have previously existed in the real world, or create virtual environments that have not previously encountered. VirTool player software is available for Microsoft Windows, Apple MacOS X, Nintendo Wii and Microsoft Xbox 360.
","1229",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,44362,"tool-or-service","4th Dimension","rdwzoM","2022-11-03T14:53:12+0000","approved","4th Dimension is a graphic environment for developing database-driven single-user, client/server and Web applications.

4th Dimension Standard Edition is an excellent tool to help new database developers rapidly build professional single-user, client/server and Web applications on both the Windows and Mac platforms. It offers:

- An affordable price

- Many ready-to-use application templates

- Unlimited deployment of single-user applications in interpreted mode

- Projects started with 4th Dimension Standard Edition can be continued with 4th Dimension Developer Edition with 100% compatibility
","783",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,44364,"tool-or-service","80legs","XsXzlp","2022-11-03T14:53:13+0000","approved","80legs is a web crawling service. You need to get an account and then you can create custom crawls that run in the cloud. They also let you filter their Giant Web Crawl and provide clean data about the web.","648",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,44366,"tool-or-service","960 Grid System","uo4gCA","2022-11-03T14:53:14+0000","approved","960 Grid System is a CSS template that comes with corresponding Acorn, Fireworks, Flash, InDesign, GIMP, Inkscape, Illustrator, OmniGraffle, Photoshop, QuarkXPress, Visio, Exp Design, and printable templates to facilitate different stages of the web design process.
","1454",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,36528,"tool-or-service","A360 \| Project Collaboration in the Cloud","qbhnQw","2022-01-13T11:50:22+0000","approved","A360 helps design, engineering, and project teams work together more easily in an online workspace. View, search, and share design files from your desktop or mobile device.","7J6J9IZH",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,3,"SSK Zotero Resources","https://www.zotero.org/groups/427927/ssk-parthenos","https://api.zotero.org/groups/427927/items/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,44367,"tool-or-service","Abbot","MXsRM1","2022-11-03T14:53:15+0000","approved","Abbot is a free tool for converting multiple XML texts with multiple markup schema into a common interoperable file, offered by the MONK (Metadata Offer New Knowledge) Project. It can also read an XML schema file and output procedures, and use them to convert other files into valid XML in alignment with the target schema. While Abbot focusses on TEI, it has been designed to flexibly accomodate other standards and can transform texts into any XML schema required.
","198",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,44369,"tool-or-service","ABBYY FineReader","gpYKo6","2022-11-03T14:53:15+0000","approved","An (optical character recognition) engine for creating editable and searchable electronic files from scanned paper documents, PDFs and digital photographs.

Features:

Recognition of Digital Camera and Mobile Phone Camera Images



Comprehensive Language Support



Complete Integration with Popular Office Applications



PDF conversion, archiving and security
","1389",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,44371,"tool-or-service","ABFREQ","LtXDGc","2022-11-03T14:53:16+0000","approved","ABFREQ was a tool for identifying key words within a text developed in the 1980s. It identified key words by comparing thier frequency within the user's text to the frequency of the same words in a control corpus.
","424",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,44376,"tool-or-service","Academia.edu","y2dwph","2022-11-03T14:53:19+0000","approved","Academia.edu is a social platform that allows academics to share research papers, gray literature, reviews and other scholarly materials. The site provides user statistics on the number and geographic origin of profile and document views. Academic affiliation is displayed in a tree-like format, grouped by universities and departments.
","1144",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,44377,"tool-or-service","ACERR - The Arts and Culture in Education Research Repository for Ireland","lgyrt9","2022-11-03T14:53:21+0000","approved","The Arts and Culture In Education Research Repository (ACERR) represents the Arts in Education Research of a number of participant institutions who are choosing to share heterogenous research data, including audio, video, text. 

The ACERR has joined the Digital Repository of Ireland (DRI) as a member in order to securely deposit archive materials relating to arts in education in a trusted digital repository. 

Chaired by a Steering Group representing over 10 cultural and educational institutions, the ACERR intends to facilitate long-term preservation and publication of arts in education content from a broad range of backgrounds.",NA,NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,44379,"tool-or-service","Active Server Pages (ASP)","j8MRN1","2022-11-03T14:53:22+0000","approved","ASP.NET is an open source web framework for building modern web apps and services with .NET. ASP.NET creates websites based on HTML5, CSS, and JavaScript that are simple, fast, and can scale to millions of users.","784",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,44380,"tool-or-service","Adlib Archive","S31g4F","2022-11-03T14:53:23+0000","approved","Adlib Archive is archival management software that allows archives to create records for objects and make them available online. Adlib Archive is also available as software-as-a-service.
","781",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,28724,"tool-or-service","Adobe Acrobat Distiller","KdAfc6","2021-11-23T17:34:28+0000","approved","Adobe Acrobat Distiller was software for converting Postscript files to PDF. It was discontinued in 2013, with the exception of a server-based version.
","782",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,40836,"tool-or-service","Adobe Acrobat Reader","nMm0wM","2022-05-20T08:52:27+0000","approved","PDF viewer for reading, searching, printing and interacting with PDF file.",NA,NA,65,"4ea88b26c3275dbb81ef7ec4f4c5869ce4c0e751268125e9361f0f36e542fb18@dariah.eu","Laure Barbot","enabled","2021-07-28T07:54:55+0000","moderator",FALSE,NA,NA,NA,NA,"Adobe_Acrobat_Reader_icon_(2020)","5e68d570-171d-4daa-9a3a-d28579783586","image","Adobe_Acrobat_Reader_icon_(2020).svg.png","image/png",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,28178,"tool-or-service","Adobe After Effects","U6hzqf","2021-11-23T17:23:17+0000","approved","After Effects is a digital motion graphics and compositing software. After Effects allows users to animate, alter, and composite media in 2d and 3d space with various built-in tools and third party plug-ins, as well as individual attention to variables like parallax and user-adjustable angle of observation. The latest version, CS5.5, is the twentieth generation in the product line.



Features:

Tightly integrated with other Adobe suite software



Searchable timelines and projects



Independent keyframing of x, y, z values



Cartoon effect



layer-oriented



Animate and composite flexibly in 2D and 3D



Create and animate text and vector graphics



Choose among extensive visual effects



Fluidly key, mask, rotoscope, and paint composites



Take control of motion and keyframes



Automate with scripting



Work with 32-bit audio



Gain professional results for every media type



Paint and clone with nondestructive vector brushes



Save time with efficient tools and a customizable interface
","1217",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,44381,"tool-or-service","Adobe Bridge","Tpi8KE","2022-11-03T14:53:23+0000","approved","Adobe Bridge is a media management application used for organizing, browsing, locating, and viewing creative assets. It was provided as a part of the Adobe Creative Suite, beginning with CS2, and is now in version CS5



Features:

Tightly integrated with other Adobe suite software (except for the standalone version of Adobe Acrobat 8)



Extensible through use of Javascript
","1214",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,23,44382,"tool-or-service","Adobe Dreamweaver","6ssOMC","2022-11-03T14:53:24+0000","approved","A visual development tool for creating, publishing, and managing websites and mobile content: Dreamweaver offers a graphics-based WYSIWYG (What You See Is What You GET pronounced wizzywig) and code-based user interface for the development of web pages and sites. The tool may be used to simplify the process of web site development (in comparison to creation of individual web pages), through the provision of a templating system that allows single-source update of shared code and layout across entire sites without server-side includes or scripting.



Features:

WYSIWYG

Code hinting for Ajax and JavaScript frameworks

Subversion integration

FTP/SFTP support

WebDav support

Web site template system

Adobe Spry AJAX framework support
","1250",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,24,44383,"tool-or-service","Adobe Illustrator","usExJA","2022-11-03T14:53:24+0000","approved","Adobe Illustrator is a comprehensive vector graphics environment that is ideal for all creative professionals, including web and interactive designers and developers, multimedia producers, motion graphics and visual effects designers, animators, and video professionals. Adobe Creative Suite products, including Illustrator, have recently moved to a subscription based service model. Adobe Illustrator CS6 was the last version released on disk. Adobe Illustrator Creative Cloud is now available starting at $19.99/month.

Features of Adobe Illustrator CC include:

Use powerful creative tools

Boost productivity

Deliver virtually anywhere

Tightly integrated with other Adobe suite software

Raster and type-in vector format support

Mobile and tablet suport

Cloud storage
","1215",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,25,44384,"tool-or-service","Adobe InDesign","aeQ2f6","2022-11-03T14:53:25+0000","approved","InDesign is a desktop publishing (DTP) software application which can be used to create periodical publications, posters, flyers, brochures, magazines and books. The latest version, InDesign CS5.5 , is the twelfth generation in the product line.



Features:

Tightly integrated with other Adobe suite software



Dynamic cross-reference support that updates content when moved within a document



Spread rotation



Smart guides (Quickly align space, rotate, and resize single or multiple objects with the help of dynamic guides.)



Conditional text (Deliver multiple versions of a document for different users, all from a single Adobe InDesign source file. Hide text at paragraph, word, and even character level without relying on layers. The remaining text and anchored objects automatically reflow in the layout.)



Smart Text Reflow (Automatically add pages at the end of a story, selection, or document when text is overset using this new preference.)



Live Preflight
","1216",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,26,36153,"tool-or-service","Adobe Photoshop","E34Hob","2022-01-13T11:47:32+0000","approved","Adobe Photoshop is a raster graphics editor developed and published by Adobe Systems for macOS and Windows.","AWRNIGUR",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,3,"SSK Zotero Resources","https://www.zotero.org/groups/427927/ssk-parthenos","https://api.zotero.org/groups/427927/items/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,27,44389,"tool-or-service","Advene","RY4LgT","2022-11-03T14:53:27+0000","approved","The cross-platform Advene application allows users to easily create comments and analyses of video documents, through the definition of time-aligned annotations and their mobilisation into

automatically-generated or user-written comment views (HTML documents). Annotations can also be used to modify the rendition of the audiovisual document, thus providing virtual montage, captioning, navigation... capabilities. Users can exchange their comments/analyses in the form of Advene packages, independently from the video itself.

The Advene framework provides models and tools allowing to design and reuse annotations schemas; annotate video streams according to these schemas; generate and create Stream-Time Based (mainly video-centred) or User-Time Based (mainly text-centred) visualisations of the annotations. Schemas (annotation- and relation-types), annotations and relations, queries and views can be clustered and shared in units called packages. Hypervideo documents are generated when needed, both from packages (for annotation and view description) and DVDs (audiovisual streams).
","940",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,28,28106,"tool-or-service","Aelfred","57QHiH","2021-11-23T17:21:53+0000","approved","Aelfred is a bare-bones Java XML parser. It has not been updated since 2002, and is dependent on JDK 1.4, which is very outdated.
","780",NA,4,"System importer","System importer","enabled","2021-05-28T15:28:06+0000","administrator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,29,44390,"tool-or-service","Aeon Timeline","foI8Mi","2022-11-03T14:53:28+0000","approved","Aeon Timeline is more like an abstract temporal entity management program. I t happens to use a visual timeline, but it allows for conceptual linking of people, places, events in a rather clever fashion. It is intended for brainstorming and collecting via flexible input and export.



With Aeon, you can divide your timeline into logical groups, projects, or concurrent arcs. You can model the relationships between events and people, places and ideas. Aeon calculates people's ages for you. And you can link your events with research material such as external files or images that can be displayed inside the application.
","874",NA,5,"System moderator","System Moderator","enabled","2021-09-03T13:37:00+0000","system-moderator",TRUE,1,"TAPoR","http://tapor.ca","http://tapor.ca/tools/{source-item-id}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
